genome,KO_number,Modules,median_comparison,TAXAID,pN_pS,order,family,genus,species,SRR,SRR_base,condition
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.080663896,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.066635392,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.510871342,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.102174268,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.136232358,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.153261403,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.240839347,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.129062234,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.170290447,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.107282982,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.167194257,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.234399792,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.057473026,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.057473026,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.170290447,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.080663896,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.066635392,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.510871342,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.102174268,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.136232358,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.153261403,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.240839347,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.129062234,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.170290447,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.107282982,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.167194257,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01714,M00525,High,2790634,0.234399792,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.057473026,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.057473026,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.170290447,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.080663896,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.066635392,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.510871342,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.102174268,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.136232358,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.153261403,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.240839347,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.129062234,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.170290447,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.107282982,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.167194257,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01714,M00526,High,2790634,0.234399792,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.057473026,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.057473026,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.170290447,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.080663896,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.066635392,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.510871342,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.102174268,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.136232358,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.153261403,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.240839347,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.129062234,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.170290447,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.107282982,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.167194257,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01714,M00527,High,2790634,0.234399792,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0.117998969,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0.117998969,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0.134089737,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0.136152656,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0.294997421,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0.084284978,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0.368746777,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0.176998453,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0.214543579,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0.214543579,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01778,M00016,High,2790634,0.393329895,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0.117998969,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0.117998969,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0.134089737,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0.136152656,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0.294997421,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0.084284978,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0.368746777,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0.176998453,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0.214543579,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0.214543579,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01778,M00525,High,2790634,0.393329895,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0.117998969,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0.117998969,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0.134089737,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0.136152656,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0.294997421,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0.084284978,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0.368746777,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0.176998453,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0.214543579,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0.214543579,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01778,M00527,High,2790634,0.393329895,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01783,M00165,High,2790634,0.548192771,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01783,M00165,High,2790634,0.245983936,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01783,M00165,High,2790634,0.45618839,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01783,M00165,High,2790634,0.421686747,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01783,M00165,High,2790634,0.421686747,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01783,M00165,High,2790634,0.354216867,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873606,SRR873606,High
Mitsuokella jalaludinii DSM,K01783,M00165,High,2790634,0.491967871,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01783,M00165,High,2790634,0.548192771,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01783,M00165,High,2790634,0.983935743,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01783,M00165,High,2790634,0.368975904,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01783,M00165,High,2790634,0.421686747,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01803,M00001,High,2790634,0.088311688,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01803,M00001,High,2790634,0.088311688,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01803,M00001,High,2790634,0.088311688,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01803,M00001,High,2790634,0.047640369,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01803,M00001,High,2790634,0.108473472,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01803,M00001,High,2790634,0.165392244,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01803,M00001,High,2790634,0.097494375,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873606,SRR873606,High
Mitsuokella jalaludinii DSM,K01803,M00001,High,2790634,0.09499452,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01803,M00001,High,2790634,0.09853155,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01803,M00001,High,2790634,0.128787879,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01803,M00003,High,2790634,0.088311688,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01803,M00003,High,2790634,0.088311688,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01803,M00003,High,2790634,0.088311688,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01803,M00003,High,2790634,0.047640369,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01803,M00003,High,2790634,0.108473472,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01803,M00003,High,2790634,0.165392244,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01803,M00003,High,2790634,0.097494375,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873606,SRR873606,High
Mitsuokella jalaludinii DSM,K01803,M00003,High,2790634,0.09499452,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01803,M00003,High,2790634,0.09853155,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01803,M00003,High,2790634,0.128787879,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01803,M00165,High,2790634,0.088311688,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01803,M00165,High,2790634,0.088311688,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
